hotel_id	hotel_name	country_name	hotel_address	postal_code	city_name	area_name	hotel_latitude	hotel_longitude	import
48696	Puri Bambu Hotel	Indonesia	Jl. Pengeracikan, Kedonganan	0	Bali	Jimbaran	-8,763015291	115,1728721	11/11/16
48699	Conrad Bali	Indonesia	Jalan Pratama 168	80363	Bali	Nusa Dua	-8,78096	115,2255	11/11/16
49730	Kori Ubud Resort & Spa	Indonesia	Raya Sanggingan Road, 18 Tjampuhan - Ubud Gianyar BAli	80571	Bali	Ubud	-8,495717429	115,2531481	11/11/16
49751	Puri Madawi Hotel	Indonesia	Jalan Petitenget, Gg. Cendrawasih No. 68	0	Bali	Seminyak	-8,675702943	115,1508754	11/11/16
49778	Vilarisi Hotel	Indonesia	Jalan Melasti / Lebak Bena 15x Legian, Kuta	80361	Bali	Legian	-8,710552889	115,1706648	11/11/16
69692	Villa Mathis a Member of Secret Retreats	Indonesia	81 Jalan Bumbak Banjar Anyar, Umalas	0	Bali	Seminyak	-8,661082183	115,1522675	11/11/16
76392	Novotel Bali Nusa Dua Hotel	Indonesia	ITDC Complex, Jl Pantai Mengiat	80363	Bali	Nusa Dua	-8,808179475	115,2260135	11/11/16
84795	Bali Island Villas & Spa	Indonesia	Jalan Raya Petitenget 469	80361	Bali	Seminyak	-8,677421123	115,1533699	11/11/16
97589	Anahata Villas & Spa Resort	Indonesia	Banjar Umah Anyar	0	Bali	Ubud	-8,48136	115,2842	11/11/16
97648	The Water Garden Hotel Bali	Indonesia	Jalan Raya Candidasa	0	Bali	Candidasa	-8,499876961	115,5509377	11/11/16
108289	Ocean Blue Hotel	Indonesia	Jl. Raya Kampial, Nusa Dua	80363	Bali	Nusa Dua	-8,81690188	115,196733	11/11/16
108873	Hotel Yani	Indonesia	Jln Bay Pass Ngurah Rai 660 Pesanggaran	80222	Bali	Denpasar	-8,717082294	115,2166752	11/11/16
109154	Bali Kuta Resort	Indonesia	Jl Majapahit No. 18	80361	Bali	Kuta	-8,719980695	115,1784432	11/11/16
147900	Villa Diana Bali Hotel	Indonesia	Kresna Street - Ulun Tanjung, Legian, Kuta	80361	Bali	Seminyak	-8,699398525	115,1723051	11/11/16
165208	The Citta Luxury Residence	Indonesia	JL. Yudistira No. 2 	80361	Bali	Seminyak	-8,68863094	115,174071	11/11/16
186431	The Residence Seminyak	Indonesia	Jl. Pangkung Sari No. 1A	80361	Bali	Seminyak	-8,681366191	115,1600808	11/11/16
193834	Bugan Villas	Indonesia	Jl. Batubelig 133, Seminyak, Kuta	80361	Bali	Seminyak	-8,672118072	115,1574898	11/11/16
234467	Taman Ahimsa	Indonesia	Jl. Pantai Mengening, Desa Cemagi, Mengwi, Badung	0	Bali	Canggu	-8,644498572	115,116291	11/11/16
237995	Hotel Villa Ubud	Indonesia	Br. Pedapdapan	80552	Bali	Ubud	-8,499166024	115,2933598	11/11/16
239436	Bali Segara Hotel	Indonesia	Jl. Dewi Sartika Gang. Nusa Indah 9 Kuta - Bali	80361	Bali	Kuta	-8,739392318	115,1664591	11/11/16
248457	Puri Ayu Hotel	Indonesia	Jl. Jendral Sudirman No.14 A Denpasar	80113	Bali	Denpasar	-8,668003	115,2174	11/11/16
251574	Kusuma Resort	Indonesia	Jl Arjuna Gg Raja No. 6	0	Bali	Seminyak	-8,697614456	115,1668882	11/11/16
252329	Berawa Beach Residence by Premier Hospitality Asia	Indonesia	Jl. Raya Semat, Gang Puji, No. 18B	0	Bali	Canggu	-8,652411278	115,1492071	11/11/16
255344	Plataran Canggu Bali Resort and Spa	Indonesia	Jl. Pengubugan, Banjar Silayukti, North Kuta	80361	Bali	Seminyak	-8,650785	115,166615	11/11/16
261488	Kamar Kamar Rumah Tamu Boutique Hotel	Indonesia	Jl. Dewi Saraswati III/89	80361	Bali	Seminyak	-8,686319121	115,1739113	11/11/16
263281	Puri Dalem Sanur Hotel	Indonesia	Hang Tuah Street 23 Sanur Bali	80227	Bali	Sanur	-8,674373	115,259061	11/11/16
263284	Abian Srama Hotel & Spa	Indonesia	Jl. Bypass Ngurah Rai No. 28	0	Bali	Sanur	-8,676968606	115,259903	11/11/16
263837	Anhera Suite & Spa	Indonesia	Jalan. Raya Sangingan No. 168	0	Bali	Ubud	-8,496570587	115,2538376	11/11/16
266507	Artini 2 Cottages	Indonesia	Jalan Raya Pengosekan	0	Bali	Ubud	-8,51515007	115,2636948	11/11/16
266920	Tirta Ayu Hotel & Restaurant Tirtagangga	Indonesia	Located witin The Water Palace Tirtagangga	80852	Bali	Candidasa	-8,414470213	115,5870724	11/11/16
267070	Dewa Bungalows	Indonesia	Hanoman Street 48,Gianyar	80571	Bali	Ubud	-8,514776132	115,2639642	11/11/16
267109	Flower Bud Bungalow	Indonesia	Jl.Balangan Beach	0	Bali	Uluwatu	-8,793136	115,123402	11/11/16
280532	Rama Phala Resort & Spa	Indonesia	Jalan. Raya Pengosekan	80571	Bali	Ubud	-8,520504175	115,2635765	11/11/16
280801	Pantai Indah Villas	Indonesia	Jl. Pantai Pererenan No 167	80351	Bali	Canggu	-8,651507633	115,1221501	11/11/16
284255	Villa Kurnia	Indonesia	Jalan Pura Mertasari. Sunset Road - Kuta	80361	Bali	Kuta	-8,708588623	115,1856208	11/11/16
284539	Aquarius Star Hotel Kuta	Indonesia	Jl. Raya Legian	0	Bali	Kuta	-8,719810486	115,1751709	11/11/16
284974	Asoka City Bali Hotel	Indonesia	Jl. Kubu Anyar No. 40 (Behind Banjar Anyar)	80361	Bali	Kuta	-8,732913715	115,1704626	11/11/16
290783	Indigo Tree	Indonesia	Br. Tatiapi Kaja, 800m East to Maya Ubud Resort	0	Bali	Ubud	-8,50709838	115,2859139	11/11/16
292134	Puri Nusa Bungalow	Indonesia	Jungut Batu Beach - Lembongan	0	Bali	Nusa Lembongan	-8,667895022	115,4482981	11/11/16
293450	Clio Studio Apartments	Indonesia	Jalan Raya Seminyak, Gang Mangga No. 7	80361	Bali	Seminyak	-8,693580627	115,1688156	11/11/16
293663	Villa Saraswati	Indonesia	Jl. Rsi Markandya,Jl. Mpu Beradah	80571	Bali	Ubud	-8,480911996	115,2501376	11/11/16
294949	Ubud Cliff Villas	Indonesia	Jalan.Raya Goa Gajah,Banjar Tengkulak	80571	Bali	Ubud	-8,519071058	115,2811997	11/11/16
297440	Jay’s Villas Umalas	Indonesia	Jalan Tegal Cupek, Banjar Anyar Kelod	80361	Bali	Seminyak	-8,653083657	115,1595765	11/11/16
297445	Kampung Ubud Hotel & Spa	Indonesia	Jalan. Monkey Forest	0	Bali	Ubud	-8,512990952	115,2612991	11/11/16
302246	Katala Villa	Indonesia	Jalan Pungutan	0	Bali	Sanur	-8,691717148	115,2610092	11/11/16
317802	Ubud Lestari Bungalows	Indonesia	Jalan. Monkey Forest in front of cafe wayan	80571	Bali	Ubud	-8,515973498	115,2606475	11/11/16
335276	Hotel S8	Indonesia	Jl. Buni Sari No. 14 A, Br Buni phone 03614726336	80361	Bali	Kuta	-8,723615591	115,1753198	11/11/16
338575	Graha Moding Villas	Indonesia	Banjar Kelabang Moding	80571	Bali	Ubud	-8,475254224	115,2635701	11/11/16
343475	Simba Villa and Spa Seminyak	Indonesia	Jalan Laksmana, Gang Putu, Villa Simba	0	Bali	Seminyak	-8,686285888	115,1603703	11/11/16
402771	Ubud ArtVilla	Indonesia	Puri Bukit Sari 1 Penestanan Rd Penestanan	80571	Bali	Ubud	-8,505489349	115,2530518	11/11/16
428309	Villa Vishuddha Ajna	Indonesia	Jalan Kayu Cendana, Gang Werkudara	0	Bali	Seminyak	-8,681471825	115,1569443	11/11/16
433157	Villa Helen Balian	Indonesia	Balian Beach 71	0	Bali	Tabanan	-8,502116203	114,9629135	11/11/16
433246	Villa Sandhya	Indonesia	Jalan Pantai Batu Mejan, Echo Beach	80361	Bali	Canggu	-8,654451909	115,1278085	11/11/16
442389	The Kuta Beach Heritage Hotel	Indonesia	Jl. Pantai Kuta, Br. Pande Mas	80361	Bali	Kuta	-8,720593123	115,1697072	11/11/16
444102	Pro Surf Camp	Indonesia	Jl Pantai Kuta No 32	0	Bali	Kuta	-8,711125374	115,1672745	11/11/16
444103	Hotel Pertiwi Bisma 2	Indonesia	Jl. Bisma	0	Bali	Ubud	-8,510381699	115,2581711	11/11/16
445785	Magic of Bali Villa	Indonesia	Jalan Dewi Saraswati III No.7 or Jl. Nakula Gg. Ratna for Deluxe Two Bedroom Villa with Private Pool	80361	Bali	Seminyak	-8,69407288	115,17202	11/11/16
462092	Siddhartha Ocean Front Resort & Spa	Indonesia	Jalan Kubu, Karangasem	80853	Bali	Tulamben	-8,253990173	115,5764847	11/11/16
478680	Anemalou Villas and Spa Seminyak	Indonesia	Jl. Sri Kresna	0	Bali	Legian	-8,707380794	115,1764745	11/11/16
489435	Villa Pekandelan	Indonesia	Jl. Alas Arum No. 48, Sukawati	0	Bali	Keramas	-8,595925037	115,2807802	11/11/16
515581	Ossotel Legian Hotel	Indonesia	Jalan Padma Utara	80361	Bali	Legian	-8,701496033	115,1660836	11/11/16
535972	Surfaris Inn Poppies	Indonesia	Poppies Lane 2	80361	Bali	Legian	-8,715007001	115,1723385	11/11/16
540976	Bale Gede Villa	Indonesia	Jl. Batu Belig, Gang Bias Aud No. 1	82361	Bali	Seminyak	-8,67297125	115,1460099	11/11/16
544640	Bombora Surf Camp Hotel	Indonesia	Labuan Sait Pecatu	80361	Bali	Uluwatu	-8,814068	115,109954	11/11/16
546190	Sandalwood Villa by Esmee Management	Indonesia	Jalan Bidadari 3, No. 1	80361	Bali	Seminyak	-8,682857	115,169621	11/11/16
546885	Beneyasa Beach Inn II	Indonesia	Jl. Lebak Benesari Poppies Line II	80361	Bali	Legian	-8,711405	115,171017	11/11/16
548057	Ariana Bali Villa	Indonesia	Dusun Kembangsari, Desa tukadaya, kecamatan melaya, jembrana-bali	0	Bali	Negara	-8,274989544	114,5573484	11/11/16
548748	Villa Arria	Indonesia	Jl. Laksmana	80361	Bali	Seminyak	-8,684182	115,159179	11/11/16
564438	Jiwa Guest House	Indonesia	Jalan Sandat No.9 Lingk. Br. Taman Kaja, Gianyar	80571	Bali	Ubud	-8,508035489	115,2660334	11/11/16
567179	Villa Putih Seminyak	Indonesia	Jl. Plawa, Gang Ratna No. 21A	80361	Bali	Seminyak	-8,692651	115,169739	11/11/16
568804	Echo Beach Townhouses	Indonesia	Echo Beach Townhouses Jl. Munduk,Gang Cendana	80361	Bali	Canggu	-8,653726511	115,1291227	11/11/16
570037	Ujung Ubud Guesthouse	Indonesia	Jl. Tirta Tawar, Br Jungjungan	80571	Bali	Ubud	-8,467214937	115,2714515	11/11/16
570546	Agata Villas Seminyak	Indonesia	Jl. Raya Seminyak, Gang Keraton No.88	80361	Bali	Seminyak	-8,6942894	115,166052	11/11/16
620237	Villa Sipo	Indonesia	Jl. Pura Telaga Waja, Petitenget 	80361	Bali	Seminyak	-8,679532	115,155723	11/11/16
623461	The Amarta Villa	Indonesia	Kubung Batu I street no 8 A Taman Griya	80361	Bali	Jimbaran	-8,785926	115,189695	11/11/16
648531	Lifestyle Hotel Express Denpasar	Indonesia	Teuku Umar Street number 175 - 179	80113	Bali	Denpasar	-8,678816	115,205038	11/11/16
670688	Ojeks Homestay	Indonesia	Br. Taman Kelod, Gg. Soka No. 4	80571	Bali	Ubud	-8,507835	115,267056	11/11/16
686564	Donna Homestay	Indonesia	Jl. Danau Tamblingan No. 164	80228	Bali	Sanur	-8,6975746	115,2629543	11/11/16
699260	Sang Giri Mountain Tent Resort	Indonesia	Jatiluwih Kangin, Penebel	82152	Bali	Tabanan	-8,35874	115,115574	11/11/16
735386	Tukad Mas Cottages	Indonesia	Jalan Teges Kawan gang Merak Peliatan - Ubud	80571	Bali	Ubud	-8,524243446	115,2705692	11/11/16
779338	Sandat Glamping Tents	Indonesia	Jalan Subak Sala Pejang Kawan	80571	Bali	Ubud	-8,499648391	115,2823622	11/11/16
783965	Bali Lodge Kuta	Indonesia	Jalan Nakula Timur	80361	Bali	Kuta	-8,699838778	115,1844716	11/11/16
789477	Aradhana Villas – Karaniya Experience	Indonesia	Jl. Pemelisan Agung, Berawa Beach	80361	Bali	Canggu	-8,660252754	115,1368368	11/11/16
810210	Senetan Villa and Spa Resort	Indonesia	Ds. Payangan Br. Penginyahan, Ds. Puhu Kec. Payangan	80571	Bali	Payangan	-8,351426805	115,2776182	11/11/16
818270	Villa Palm Merah	Indonesia	Jalan Raya Penestanan	80571	Bali	Ubud	-8,506710379	115,2516299	11/11/16
828140	M Boutique Hostel	Indonesia	Petitenget street No. 8 M, Kerobokan	80361	Bali	Seminyak	-8,674528318	115,157007	11/11/16
836192	The Paica Hotel	Indonesia	Jalan Wayan Gebyag 16,Dalung, Kerobokan	80361	Bali	Denpasar	-8,63454589	115,1727757	11/11/16
850117	Hadi Poetra Hotel	Indonesia	Jalan Raya Kuta No. 323 / 378 Bali - Indonesia	80361	Bali	Kuta	-8,728182	115,176798	11/11/16
871601	Villa Happy	Indonesia	Jalan Pemelisan 12 B, Kedonganan	803610	Bali	Jimbaran	-8,863001178	115,9707113	11/11/16
877126	Unagi Villas	Indonesia	Jalan Padang Tawang I Gang III No. 3 Banjar Padang Tawang	80351	Bali	Canggu	-8,623389786	115,1519108	11/11/16
885755	Peninsula Bay Resort	Indonesia	Jalan Pratama, GG Telaga Waja, Tanjung	80361	Bali	Nusa Dua	-8,76898	115,2171	11/11/16
930785	Villa Ikobana Bali by Boutique Hotels & Villas	Indonesia	Jalan Raya Batubelig, Subaksari Street, No. 63 Batubelig	0	Bali	Canggu	-8,667721742	115,1469567	11/11/16
956971	Villa Jai	Indonesia	Jalan Nakula Gang No 6 Bisma, Legian	0	Bali	Seminyak	-8,698712865	115,1711537	11/11/16
958697	Villa Brandz	Indonesia	Jalan Dewi Sri No 2	0	Bali	Legian	-8,70364361	115,1781026	11/11/16
968537	Villa Seni	Indonesia	Gang Mangga	0	Bali	Seminyak	-8,693215287	115,1626782	11/11/16
983582	The Apartments Umalas	Indonesia	Jl. Umalas Tunon, Gang 5J	0	Bali	Seminyak	-8,666242204	115,1527879	11/11/16
984149	Rabasta Mahayana Resort Kuta	Indonesia	Jalan Bhineka Jati Jaya XI	0	Bali	Kuta	-8,734655466	115,173027	11/11/16
985757	Villa Umalas Lestari 2	Indonesia	Jalan Umalas Lestari, 2A	0	Bali	Seminyak	-8,665749506	115,156333	11/11/16
1060639	Suarti Boutique Village	Indonesia	Jalan Raya Nyuh Kuning Number 5 Pengosekan	0	Bali	Ubud	-8,527235267	115,2606046	11/11/16
1078126	Suarga Padang Padang	Indonesia	Jalan Labuansait 	0	Bali	Uluwatu	-8,811632193	115,1044652	11/11/16
1110812	Sanur Hitana Villa	Indonesia	Jalan Tukad Anyar II No. 8	0	Bali	Sanur	-8,680226407	115,2495942	11/11/16
1115820	The Peacock Inn	Indonesia	Jalan Sugriwa, Ubud No 4	0	Bali	Ubud	-8,510822043	115,2658054	11/11/16
1115930	The Mauro Villa	Indonesia	Mertanadi No. 33	0	Bali	Seminyak	-8,681586949	115,1671779	11/11/16
1159731	OK Divers Resort and Spa	Indonesia	Jl. Silayukti 6	0	Bali	Padang Bai	-8,530361129	115,5094546	11/11/16
1160141	Villa Oberoi Seminyak	Indonesia	Jalan Kayu Aya Oberoi Seminyak	0	Bali	Seminyak	-8,687418	115,154627	11/11/16
1184405	Tapa Kawi Villas	Indonesia	Jl. Ir. Soekarno, Br. Bukit, Desa Sanding, Tampaksiring	0	Bali	Gianyar	-8,446575	115,309807	11/11/16
1196220	The Nest Hotel by Prasanthi	Indonesia	Jalan Pratama 99X, Nusa Dua	0	Bali	Nusa Dua	-8,788142	115,225801	11/11/16
1199254	Living The Art Villas	Indonesia	Jalan Aseman Bagus	0	Bali	Canggu	-8,641125545	115,1569372	11/11/16
1220492	Jannata Resort and Spa	Indonesia	Jl. Rsi Markandya	0	Bali	Ubud	-8,4827	115,258236	11/11/16
1235621	favehotel Kuta Kartika Plaza	Indonesia	Jalan Kartika	0	Bali	Kuta	-8,7303147	115,1680024	11/11/16
1249291	Akana Boutique Hotel	Indonesia	Jalan Sudamala	0	Bali	Sanur	-8,707167199	115,2562688	11/11/16
1258100	RedDoorz near Seminyak Beach	Indonesia	Located at Seminyak Paradiso Hotel, Jalan Camplung Tanduk	0	Bali	Seminyak	-8,691978	115,163114	11/11/16
1258271	Calma Ubud Suite & Villas	Indonesia	Jalan Tirta Tawar	0	Bali	Ubud	-8,486803995	115,2696276	11/11/16
1265378	Umah di Seminyak	Indonesia	Jalan Petitenget No. 41	0	Bali	Seminyak	-8,681339235	115,1523171	11/11/16
1267567	Ashanti Villa Ubud	Indonesia	Jl. Tirta Tawar Gg Villa Baruna Sari No.43, Br. Kutuh Kelod Petulu	0	Bali	Ubud	-8,507457865	115,2680156	11/11/16
1273505	Black & White Villa	Indonesia	Jalan Drupadi Gg.Kahyangan	0	Bali	Seminyak	-8,685842215	115,1643348	11/11/16
1273785	The Haven Suites Bali Berawa	Indonesia	Jalan Pemelisan Agung, Desa Tibubeneng, Banjar Berawa, Kuta Utara	0	Bali	Canggu	-8,663279	115,135681	11/11/16
1315492	Gekkos Ubud	Indonesia	Jl. Penestanan Kelod, Desa Sayan, Ubud, Gianyar	0	Bali	Ubud	-8,505997863	115,2501467	11/11/16
495	Elizabeth Hotel	Thailand	169/51 Pradiphat Road, Samsennai,	10400	Bangkok	Chatuchak	13,79083415	100,5433881	11/11/16
4934	Trang Hotel Bangkok	Thailand	99/1 Wisutkasat Rd.	10200	Bangkok	Khaosan	13,76475	100,5036556	11/11/16
52166	Sawasdee Banglumpoo Inn Hotel	Thailand	160/1  Khaosan Rd., Talat Yot, Phra Nakorn	0	Bangkok	Khaosan	13,75860739	100,4971018	11/11/16
52167	Sawasdee Khaosan Inn Hotel	Thailand	18 Chakapong Road, Banglumphu	0	Bangkok	Khaosan	13,75882143	100,4952107	11/11/16
64164	Rembrandt Towers Serviced Apartments	Thailand	22 Soi Sukhumvit 20, Sukhumvit Road,Klongtoey,	0	Bangkok	Sukhumvit	13,73236465	100,5632172	11/11/16
69343	P & R Residence Hotel	Thailand	34 Captain Bush Lane, Charoenkrung 30, Bangrak	0	Bangkok	Bangkok Riverside	13,72837415	100,5144256	11/11/16
73840	Siam @ Siam Design Hotel & Spa Bangkok	Thailand	865 Rama 1 Road, Opposite National Stadium, Wang Mai, Patumwan	0	Bangkok	Siam	13,74709619	100,5269739	11/11/16
75497	Aphrodite Inn Hotel	Thailand	61-65 Rajdamri Rd. Lumpinee Patumwan	10330	Bangkok	Siam	13,74851389	100,5414778	11/11/16
76414	Best Bangkok House Hotel	Thailand	68/1-4 The End of Soi Petchburi 15,Petchburi Rd., Pratunam	0	Bangkok	Pratunam	13,75530912	100,5383134	11/11/16
98998	Thong Ta Resort Suvarnabhumi	Thailand	1894 Latkrabang Road Latkrabang 	0	Bangkok	Suvarnabhumi Airport	13,71968314	100,7758225	11/11/16
107915	Eastin Easy Siam Piman Bangkok	Thailand	8 Ramkhamhang Road, Soi. 170 Minburi	0	Bangkok	Suvarnabhumi Airport	13,79713581	100,714623	11/11/16
108493	The Ninth Place Serviced Residence	Thailand	98 Soi Chaloelsuk, Srinakarin Rd (Opposite Paradise Park), Nongbon, Pravet	0	Bangkok	Bang Na	13,68800232	100,6461491	11/11/16
108550	P2 Boutique Hotel	Thailand	1091/213-216 Soi Petchaburi 33 New Petchaburi Road, Makkasan, Rachathavee 	10400	Bangkok	Pratunam	13,74972333	100,5455017	11/11/16
109186	Kantary House Ramkamhaeng Hotel	Thailand	14 Ramkamhaeng 42 Road, Bangkapi	10240	Bangkok	Bang Kapi	13,76086667	100,6394583	11/11/16
111539	Grand Pinnacle Hotel	Thailand	1666/1 Ladkrabang Soi 11/5	10520	Bangkok	Suvarnabhumi Airport	13,72270955	100,7715797	11/11/16
148676	Grand Watergate Hotel	Thailand	49/29 Petchburi Road, Petchburi 15 Phayathai Ratchtewee	10400	Bangkok	Pratunam	13,75385742	100,5368756	11/11/16
149220	The Heritage Srinakarin Hotel	Thailand	7/149 Moo.1, Soi Suphaphong 1 (Yak 6)Srinakarin Rd.,(opposite Seacon Square) Nongbon, Praves	10260	Bangkok	Bang Na	13,69500469	100,6412673	11/11/16
169055	Somerset Sukhumvit Thonglor Bangkok	Thailand	115 Sukhumvit 55 (Thonglor), Sukhumvit Road Klongton Nua, Wattana	10110	Bangkok	Sukhumvit	13,7288171	100,5804992	11/11/16
174433	Banglumpoo Place Guest House	Thailand	84-86 Phra Sumeru Road, Chanasongkarm, Phranakorn	10200	Bangkok	Khaosan	13,76273927	100,4974097	11/11/16
186387	Saladaeng Colonnade	Thailand	21, Soi Saladaeng, Silom Rd., Bangrak	10500	Bangkok	Silom	13,72681601	100,5368489	11/11/16
196420	Grand Tower Inn Sathon	Thailand	359/1 Charoen Nakorn Rd., Soi Charoen Nakorn 14/2, Klongsarn	10600	Bangkok	Bangkok Riverside	13,720885	100,507446	11/11/16
225737	Romance Sukhumvit 103	Thailand	19 Soi Srinakarin56, Srinakarin Rd., Nongbon, Pravate	10250	Bangkok	Bang Na	13,67588664	100,643177	11/11/16
237209	Ten Stars Inn	Thailand	44/1-2, Soi Petchburi17, Petchburi rd., Phatathai	10400	Bangkok	Pratunam	13,75345741	100,5384727	11/11/16
237947	Diamond Residence Ratchada	Thailand	96 Soi Udomsuk, Ratchadapisek Road, Huakwang, Suthisarn	10310	Bangkok	Ratchadaphisek	13,78736233	100,5766582	11/11/16
240210	Baan K Managed by Bliston Hotel	Thailand	12/1 Soi Sathorn2, North Sathorn Rd., Silom, Bangrak	10500	Bangkok	Sathorn	13,72573208	100,542267	11/11/16
248497	BB Boutique Mansion	Thailand	38/1 Soi Sukhumvit 20, Sukhumvit Road, Klongton, Klongtoey	10110	Bangkok	Sukhumvit	13,73103761	100,5631346	11/11/16
281209	Prince House	Thailand	48/5-6 Petchburi road, Soi 17(Opposite Pantip Plaza) Phayathai, Rajathavee	0	Bangkok	Pratunam	13,75307378	100,5383402	11/11/16
286110	L.A. Tower Hotel	Thailand	46/1, Soi Ratchada 17,  Dindaeng	0	Bangkok	Ratchadaphisek	13,78527451	100,569809	11/11/16
286828	JL Bangkok	Thailand	JL Bangkok Bldg., Ramkhamhaeng 23, Huamark, Bangkapi	0	Bangkok	Bang Kapi	13,75427341	100,6115646	11/11/16
288044	Ravipha Residences	Thailand	92, Soi Sammakorn2, Prachaniwet1 Rd., Ladyao	0	Bangkok	Chatuchak	13,83982468	100,5532761	11/11/16
288751	Siam Swana Hotel	Thailand	359/1, Soi Phrayanak, Petchaburi Rd., Ratchathewi	10400	Bangkok	Siam	13,75174141	100,5309372	11/11/16
291152	CS Residence	Thailand	9, Soi Bangna-Trad 19 (Soi Udomsuk 42/ Soi Chalieng 1), Bangna	10260	Bangkok	Bang Na	13,66946496	100,6305116	11/11/16
294551	Ariva Ivy Servizio Thonglor Serviced Apartment	Thailand	889/446 Sukhumvit Soi 55 (Thonglor), Klongton Nue, Wattana	10110	Bangkok	Sukhumvit	13,73707924	100,5831707	11/11/16
294679	Romance Bangna Hotel	Thailand	99/19 Soi Srinakarin 65 (Pookmit), Srinakarin Rd., Nongbon, Pravate	10250	Bangkok	Bang Na	13,67422911	100,6479514	11/11/16
295650	Eurna Resort	Thailand	101/1 tarkarm 9/1, samhaedum, Rama 2, bangkuntean	0	Bangkok	South Thonburi	13,649579	100,445595	11/11/16
296765	The Siam Hotel	Thailand	Khao Road, Vachirapayabal, Dusit 	10300	Bangkok	Bangkok Riverside	13,78115731	100,5061913	11/11/16
301163	U431 Chaengwattana	Thailand	77/31 Moo 1, Soi Changwattana-Parkred 43/1, Chaengwattana rd., Klongguer, Parkred	0	Bangkok	Don Mueang International Airport	13,8968435	100,5525554	11/11/16
305995	The Period Pratunam Hotel	Thailand	39/4 Soi Petchburi15, Petchburi Rd. Ratchthewi	10400	Bangkok	Pratunam	13,75310516	100,5373154	11/11/16
339371	The XP Bangkok Hotel	Thailand	98 Sukhumvit 65, Phrakhanong, Wattana	10110	Bangkok	Sukhumvit	13,72100735	100,5906067	11/11/16
339660	Bangkok Living Apartment	Thailand	96/5 Pradipat Road, Samsennai, Phayathai	10400	Bangkok	Chatuchak	13,79166222	100,5364151	11/11/16
393532	Chao Phraya Riverfront Villa	Thailand	53/7 Rat Burana Road	10140	Bangkok	South Thonburi	13,68848991	100,492897	11/11/16
394137	MA Hotel Bangkok	Thailand	412 Suriwong road., Bangrak	10500	Bangkok	Silom	13,725951	100,518137	11/11/16
399739	Arcadia Suites Ploenchit Bangkok by Compass Hospitality	Thailand	15 Soi Nai Lert, Wireless Road, Lumpini Sub-district, Pathumwan	10300	Bangkok	Wireless	13,74648225	100,5495572	11/11/16
400966	Baan Silom Soi 3	Thailand	16/11 Silom Soi3, Bangrak	0	Bangkok	Silom	13,72566986	100,5312576	11/11/16
409587	Deluxe at Popular Condo	Thailand	Popular Condo Muangthong, C5 Building (Office) Jangwattana Rd , Don muang	11120	Bangkok	Don Mueang International Airport	13,91176575	100,5497289	11/11/16
411514	Bangkok Marriott Hotel Sukhumvit	Thailand	2 Sukhumvit Soi 57, Klongtan Nua	10110	Bangkok	Sukhumvit	13,723142	100,580389	11/11/16
428343	1 Bedroom Suite at National Stadium BTS Station	Thailand	60/66 Soi.Kasemsan 2 , Pathumwan	0	Bangkok	Siam	13,74779536	100,5283302	11/11/16
432918	PP Plus Mansion Sukhumvit 71	Thailand	Soi Pridi Banomyong 14 Sukhumvit 71 Phra Khanong Wattana	10110	Bangkok	Sukhumvit	13,72086214	100,6007405	11/11/16
434085	Sabye Bangkok Hotel	Thailand	80 Samsen6 Road, Baanpantom, Pranakorn	0	Bangkok	Khaosan	13,76296983	100,501775	11/11/16
444172	Lemontea Hotel	Thailand	55 Soi Petchaburi 15, Petchaburi Road, Ratchathewi	0	Bangkok	Pratunam	13,75387669	100,537529	11/11/16
460493	Marriott Executive Apartments Bangkok, Sukhumvit Thonglor	Thailand	Sukhumvit Soi 57, Wattana	10110	Bangkok	Sukhumvit	13,72316358	100,5803594	11/11/16
460624	A&A Guest House	Thailand	30 Rambuttri st. Banglampoo	10100	Bangkok	Khaosan	13,76124001	100,4938278	11/11/16
487190	@Ratchada 14	Thailand	270 Soi Ratchada14, Huaykwang	10310	Bangkok	Ratchadaphisek	13,7821954	100,5750697	11/11/16
487995	SK Muangthongthani Apartment	Thailand	Popular Condo, Building no. C9, 1st Fl., Room no.7/28 (Key Collection) Muangthongthani Changwattana Rd. Pakkred Nonthaburi 11120	11120	Bangkok	Don Mueang International Airport	13,910972	100,5537844	11/11/16
515605	iCheck inn Sukhumvit Soi 11	Thailand	155/17-21 Sukhumvit Soi 11, Wattana, Khlongtoey Nua	10110	Bangkok	Sukhumvit	13,740894	100,556828	11/11/16
523073	Pakdee Pratunam Bed and Breakfast	Thailand	703/5 Soi.Petchaburi15,Petchaburi Road,Phayhathai,Ratchathavee	10400	Bangkok	Pratunam	13,75155203	100,5368554	11/11/16
523312	Beverly 33 by Aspira Apartment	Thailand	11/1 Sukhumvit Soi 33, Klongton Nua, Wattana	10110	Bangkok	Sukhumvit	13,735112	100,567761	11/11/16
535521	New Siam III Guest House	Thailand	7 Soi Rambuttri,Chakrapong Road, Chanasongkram,	10200	Bangkok	Khaosan	13,762177	100,495375	11/11/16
544778	Vacio Suite	Thailand	160 Sukhumvit 16Bangkok, Thailand	10110	Bangkok	Sukhumvit	13,7305967	100,5609445	11/11/16
544985	63 Bangkok Boutique Bed & Breakfast	Thailand	1323/2 Sukhumvit Road ,Prakanong Nua,Wattana	10110	Bangkok	Sukhumvit	13,71947	100,585427	11/11/16
